Pavarde       Vardas       Galutinis-vidurkis  Galutinis-mediana  Kategorija  
Pavarde424    Vardas424    4.36                3.80               vargsiukas  
Pavarde4240   Vardas4240   8.56                8.80               kietiakas   
Pavarde4241   Vardas4241   3.96                4.20               vargsiukas  
Pavarde4242   Vardas4242   7.92                8.00               kietiakas   
Pavarde4243   Vardas4243   7.08                7.40               kietiakas   
Pavarde4244   Vardas4244   8.24                8.40               kietiakas   
Pavarde4245   Vardas4245   5.60                5.20               kietiakas   
Pavarde4246   Vardas4246   8.20                8.20               kietiakas   
Pavarde4247   Vardas4247   4.12                5.00               vargsiukas  
Pavarde4248   Vardas4248   7.60                8.00               kietiakas   
Pavarde4249   Vardas4249   8.04                8.20               kietiakas   
Pavarde425    Vardas425    4.44                3.80               vargsiukas  
Pavarde4250   Vardas4250   6.24                6.00               kietiakas   
Pavarde4251   Vardas4251   7.64                7.40               kietiakas   
Pavarde4252   Vardas4252   4.36                4.60               vargsiukas  
Pavarde4253   Vardas4253   3.68                4.00               vargsiukas  
Pavarde4254   Vardas4254   5.92                6.40               kietiakas   
Pavarde4255   Vardas4255   7.48                7.00               kietiakas   
Pavarde4256   Vardas4256   7.60                7.20               kietiakas   
Pavarde4257   Vardas4257   4.20                5.40               vargsiukas  
Pavarde4258   Vardas4258   4.20                4.60               vargsiukas  
Pavarde4259   Vardas4259   8.40                8.40               kietiakas   
Pavarde426    Vardas426    7.08                7.40               kietiakas   
Pavarde4260   Vardas4260   8.08                7.60               kietiakas   
Pavarde4261   Vardas4261   3.60                4.00               vargsiukas  
Pavarde4262   Vardas4262   5.20                6.00               kietiakas   
Pavarde4263   Vardas4263   6.84                7.00               kietiakas   
Pavarde4264   Vardas4264   4.40                4.80               vargsiukas  
Pavarde4265   Vardas4265   4.96                4.80               vargsiukas  
Pavarde4266   Vardas4266   4.40                4.40               vargsiukas  
Pavarde4267   Vardas4267   4.72                4.40               vargsiukas  
Pavarde4268   Vardas4268   6.92                7.00               kietiakas   
Pavarde4269   Vardas4269   3.92                3.20               vargsiukas  
Pavarde427    Vardas427    2.96                2.80               vargsiukas  
Pavarde4270   Vardas4270   4.28                5.40               vargsiukas  
Pavarde4271   Vardas4271   8.44                9.40               kietiakas   
Pavarde4272   Vardas4272   6.88                6.80               kietiakas   
Pavarde4273   Vardas4273   2.68                2.20               vargsiukas  
Pavarde4274   Vardas4274   7.76                8.00               kietiakas   
Pavarde4275   Vardas4275   6.96                6.80               kietiakas   
Pavarde4276   Vardas4276   4.24                4.00               vargsiukas  
Pavarde4277   Vardas4277   4.72                4.40               vargsiukas  
Pavarde4278   Vardas4278   4.48                4.80               vargsiukas  
Pavarde4279   Vardas4279   7.52                8.00               kietiakas   
Pavarde428    Vardas428    4.88                5.20               vargsiukas  
Pavarde4280   Vardas4280   3.20                2.80               vargsiukas  
Pavarde4281   Vardas4281   2.80                2.00               vargsiukas  
Pavarde4282   Vardas4282   8.48                9.20               kietiakas   
Pavarde4283   Vardas4283   4.68                4.60               vargsiukas  
Pavarde4284   Vardas4284   3.68                4.40               vargsiukas  
Pavarde4285   Vardas4285   5.52                5.20               kietiakas   
Pavarde4286   Vardas4286   8.96                8.80               kietiakas   
Pavarde4287   Vardas4287   2.92                2.60               vargsiukas  
Pavarde4288   Vardas4288   3.32                3.80               vargsiukas  
Pavarde4289   Vardas4289   7.76                7.60               kietiakas   
Pavarde429    Vardas429    5.72                5.80               kietiakas   
Pavarde4290   Vardas4290   2.68                2.60               vargsiukas  
Pavarde4291   Vardas4291   7.00                6.60               kietiakas   
Pavarde4292   Vardas4292   3.20                3.20               vargsiukas  
Pavarde4293   Vardas4293   5.96                6.20               kietiakas   
Pavarde4294   Vardas4294   4.20                4.60               vargsiukas  
Pavarde4295   Vardas4295   8.08                8.00               kietiakas   
Pavarde4296   Vardas4296   4.12                4.60               vargsiukas  
Pavarde4297   Vardas4297   5.56                5.80               kietiakas   
Pavarde4298   Vardas4298   5.60                5.60               kietiakas   
Pavarde4299   Vardas4299   4.36                4.60               vargsiukas  
Pavarde43     Vardas43     3.88                3.40               vargsiukas  
Pavarde430    Vardas430    5.36                5.60               kietiakas   
Pavarde4300   Vardas4300   9.04                8.80               kietiakas   
Pavarde4301   Vardas4301   4.36                4.60               vargsiukas  
Pavarde4302   Vardas4302   8.04                8.20               kietiakas   
Pavarde4303   Vardas4303   5.20                4.40               kietiakas   
Pavarde4304   Vardas4304   8.60                9.00               kietiakas   
Pavarde4305   Vardas4305   3.24                2.60               vargsiukas  
Pavarde4306   Vardas4306   8.32                8.40               kietiakas   
Pavarde4307   Vardas4307   5.64                5.80               kietiakas   
Pavarde4308   Vardas4308   8.16                7.20               kietiakas   
Pavarde4309   Vardas4309   7.20                7.60               kietiakas   
Pavarde431    Vardas431    5.16                5.00               kietiakas   
Pavarde4310   Vardas4310   7.04                6.80               kietiakas   
Pavarde4311   Vardas4311   5.04                4.40               kietiakas   
Pavarde4312   Vardas4312   3.92                4.00               vargsiukas  
Pavarde4313   Vardas4313   4.08                4.40               vargsiukas  
Pavarde4314   Vardas4314   2.84                2.60               vargsiukas  
Pavarde4315   Vardas4315   6.76                7.00               kietiakas   
Pavarde4316   Vardas4316   6.92                6.60               kietiakas   
Pavarde4317   Vardas4317   3.20                3.20               vargsiukas  
Pavarde4318   Vardas4318   6.92                6.60               kietiakas   
Pavarde4319   Vardas4319   6.60                7.00               kietiakas   
Pavarde432    Vardas432    4.92                4.60               vargsiukas  
Pavarde4320   Vardas4320   5.76                5.60               kietiakas   
Pavarde4321   Vardas4321   3.20                3.60               vargsiukas  
Pavarde4322   Vardas4322   6.72                6.40               kietiakas   
Pavarde4323   Vardas4323   7.12                7.20               kietiakas   
Pavarde4324   Vardas4324   5.32                5.80               kietiakas   
Pavarde4325   Vardas4325   5.52                5.60               kietiakas   
Pavarde4326   Vardas4326   7.20                6.40               kietiakas   
Pavarde4327   Vardas4327   2.60                3.40               vargsiukas  
Pavarde4328   Vardas4328   7.00                6.20               kietiakas   
Pavarde4329   Vardas4329   3.40                3.40               vargsiukas  
Pavarde433    Vardas433    5.88                5.80               kietiakas   
Pavarde4330   Vardas4330   5.44                6.00               kietiakas   
Pavarde4331   Vardas4331   7.92                8.00               kietiakas   
Pavarde4332   Vardas4332   5.08                5.00               kietiakas   
Pavarde4333   Vardas4333   4.64                5.20               vargsiukas  
Pavarde4334   Vardas4334   8.44                8.60               kietiakas   
Pavarde4335   Vardas4335   6.12                5.40               kietiakas   
Pavarde4336   Vardas4336   2.56                2.40               vargsiukas  
